"area_cont","area_ctry","area_name","area_code","int","pa","alt","slope","ddefor","dedge","driver","droad","dtown","Vrho"
"America","Antigua and B.","Antigua and B.","ATG",3.73700343843146,-0.884,-4.94299060958432,NA,-3.25155825336495,-14.8442961989419,-0.0373090893417003,NA,NA,10
"America","Bahamas","Bahamas","BHS",0.636321993251768,NA,NA,-4.1490835696184,-5.22831950514187,-6.84034462002412,NA,NA,NA,6.7
"America","Barbados","Barbados","BRB",2.69902841399518,-0.298,-5.21113396885031,-2.56296317899647,-2.15156298915446,-25.773026140049,-0.0423688485199649,NA,NA,1.88
"America","Belize","Belize","BLZ",1.58644012616182,-0.782,-1.16769006097935,-3.66607941203517,-1.4327898891555,-2.18586715430539,NA,-0.0246657349281358,-0.0445266765215022,7.29
"America","Bolivia","Bolivia","BOL",2.55412176172482,-0.197,-0.658222161631819,-2.54125182812532,-0.577338107106985,-3.89149438877446,-0.00561412534231117,-0.0204748791878021,0.000192353743806524,5.22
"America","Brazil","Brazil – Acre","AC",2.60807906719008,-0.606,NA,NA,-1.89880751840917,-3.92187966936939,NA,-0.00282660195586513,-0.0102142653885917,3.89
"America","Brazil","Brazil – Alagoas","AL",3.93386453177611,-0.468,-2.52567170137042,-0.313520135563015,-3.55665899857152,-26.4709994269454,-0.0378539810708937,-0.067330118154331,-0.0385271495560859,3.45
"America","Brazil","Brazil – Amapa","AP",2.80315663468461,-0.407,-6.01763210109117,-2.23163635150089,-0.73672611061221,-3.43625814230799,NA,-0.0106130809186314,-0.00183071632570175,5.09
"America","Brazil","Brazil – Amazonas","AM",2.70111588417126,-0.691,-1.4478357839132,NA,-0.580241906327424,-1.42801351303619,-0.0168122160483179,-0.00587328062629139,-0.0137087765162201,12.2
"America","Brazil","Brazil – Bahia","BA",3.04669250575981,-0.246,-1.12807605432899,-2.62644762444044,-2.85739761943015,-9.71619986575989,0.000696323101386084,-0.0111659691113945,NA,4.03
"America","Brazil","Brazil – Ceara","CE",3.68087256745138,-0.751,-2.39765338983904,NA,NA,-30.569274169287,NA,-0.00307659677437931,NA,11.6
"America","Brazil","Brazil – Espirito Santo","ES",1.08920579225522,-0.2,-2.10198582661708,NA,-2.5437022120898,-8.29907852467473,-0.0109053067910686,-0.0541410424043516,-0.00435988814848728,3.02
"America","Brazil","Brazil – Goias","GO",1.04607878344975,-0.168,NA,NA,-2.72318542103707,-10.187525329321,-0.0139099133622336,NA,NA,2.98
"America","Brazil","Brazil – Maranhao","MA",1.46986349567414,-0.252,NA,-2.86764857791113,-2.98621971135366,-4.54129130063278,NA,NA,-0.0177016523439904,2.82
"America","Brazil","Brazil – Mato Grosso","MT",1.44831462439359,-0.472,NA,NA,-0.937165243625451,-0.928638476893172,NA,-0.00744441342031582,-0.0135607353985251,10.3
"America","Brazil","Brazil – Mato Grosso do Sul","MS",1.47866848843401,NA,-1.41823378606135,NA,-0.890731314653111,-19.1284121742008,NA,NA,NA,2.96
"America","Brazil","Brazil – Minas Gerais","MG",2.29444001576546,-0.185,-1.38448309012791,NA,-4.14159911756707,-8.70359735889895,-0.00135394814674213,NA,-0.00573220209722764,3.57
"America","Brazil","Brazil – Para","PA",2.06668127451932,-1.1,NA,-1.03804812825481,-0.703201241883026,-1.8353666236725,NA,-0.0118319127236219,-0.00713346115294491,7.02
"America","Brazil","Brazil – Paraiba","PB",6.24560104097944,-0.979,NA,NA,-3.50805889769257,-9.68316122623261,-0.0267943127246674,NA,-0.0279083407729716,6.44
"America","Brazil","Brazil – Parana","PR",1.20363958130814,-0.18,NA,-3.90033892148099,-2.67438414370582,-10.0862376113015,-0.000488231038267666,NA,NA,2.76
"America","Brazil","Brazil – Pernambouco","PE",8.10946452242964,-0.709,-2.99902061021503,-1.94350688773782,-5.09830648256948,-31.4487721676468,NA,-0.0209427270839445,-0.0177292285848509,5.07
"America","Brazil","Brazil – Piaui","PI",1.69252270522722,-0.0941,NA,NA,-1.91133489817382,-23.6662742482679,-0.010041565945657,NA,-0.00129571280981745,3.31
"America","Brazil","Brazil – Rio de Janeiro","RJ",2.62320952607219,-0.296,-0.337183640488582,NA,-4.87309785813796,-17.3250485701288,-0.0231966383052421,-0.0181968359952687,NA,2.36
"America","Brazil","Brazil – Rio Grande do Norte","RN",2.00046714378854,-0.331,NA,-1.17623273644733,-6.97505549553279,-8.04453580273899,NA,NA,NA,9.39
"America","Brazil","Brazil – Rio Grande do Sul","RS",2.55081344150667,-0.465,-0.479959103525171,-6.23208550366203,-3.61059896086178,-25.6808221958815,-0.00444398963212043,NA,NA,1.78
"America","Brazil","Brazil – Rondonia","RO",1.4977035921606,-1.49,NA,-2.1575463226448,-0.717928656683754,-1.62662323354484,NA,-0.0139271160962934,-0.0137101585544555,7.16
"America","Brazil","Brazil – Roraima","RR",1.99974942745149,-0.741,-2.68526660593053,NA,-0.729069512835807,-1.29627360083735,-0.00558520549240561,0.00157066854693821,-0.0107376977610632,7.74
"America","Brazil","Brazil – Santa Catarina","SC",1.58037046383031,-0.373,NA,-6.8621619204236,-3.86839443652045,-11.1650513553451,NA,NA,NA,1.85
"America","Brazil","Brazil – Sao Paulo","SP",2.43315120692588,-0.27,-0.66884749064522,-3.79710833965479,-2.43202449156691,-7.10037653469738,NA,-0.0211758512039361,-0.00771961807468398,3.59
"America","Brazil","Brazil – Sergipe","SE",2.25009562253814,NA,NA,NA,-5.64720183313647,-13.7254743915536,-0.000702723069519501,NA,NA,4.18
"America","Brazil","Brazil – Tocantins","TO",0.177399255970757,-0.00649,NA,NA,-1.48588308299183,-0.876464780938021,-0.00835254696786679,0.00106755367891772,NA,4.23
"America","Colombia","Colombia","COL",2.12403117724301,-0.438,-0.900430636158442,-3.05706311659528,-1.14332829287325,-1.15796470370527,NA,-0.00919601427917947,-0.0159071796873511,5.32
"America","Costa Rica","Costa Rica","CRI",1.85908084794032,-0.112,-0.0996016208374384,-3.46152901405585,-2.47501209022787,-7.94427759817385,-0.000633999541798923,-0.0187648454884171,-0.0162379316444335,2.78
"America","Cuba","Cuba","CUB",0.972351620581062,-0.0441,-0.629875218110329,-1.05662890024322,-1.99721164454846,-5.00643029082776,NA,-0.0213643868084838,-0.00706531703768238,5.18
"America","Dominica","Dominica","DMA",1.87190705612021,NA,-0.580374144457455,-2.21642472584562,-0.711238204722969,-4.22530762520067,NA,NA,-0.16984059419602,2.91
"America","Dominican Rep.","Dominican Rep.","DOM",1.74623087315597,-0.263,-0.696526771903694,-0.163714925388112,-4.49714821893627,-10.4990145448019,NA,-0.00386282083900526,NA,2.29
"America","Ecuador","Ecuador","ECU",2.62079240508536,-0.637,-0.133944120605623,-3.68478779539308,-0.545793629781706,-5.61489721108042,NA,-0.0305572051757406,-0.0141428112360087,2.85
"America","El Salvador","El Salvador","SLV",2.50495759577577,-0.431,-0.421054615249528,-1.6331108098342,-3.59243600509215,-22.0256484024808,NA,-0.0903869728428993,NA,5.36
"America","French Guiana","French Guiana","GUF",3.86516012464517,-0.781,-10.4489445979308,-1.36941314908786,-0.402831687478655,-1.33793258726567,NA,-0.0175324020003834,-0.0168938521249762,21.3
"America","Grenada","Grenada","GRD",3.6528362242363,-0.354,-6.59462228971794,NA,-3.82837679166897,-12.747506940918,-0.0145051957429437,-0.29673638556747,NA,7.35
"America","Guadeloupe","Guadeloupe","GLP",1.9420583448056,NA,-0.835337999542668,-0.436170921765763,-1.94334812199305,-17.0189183351539,-0.0248652814678934,-0.043019918657651,-0.0143536723624437,2.86
"America","Guatemala","Guatemala","GTM",1.73373594355804,-0.159,-0.44351248938148,-2.28060858447776,-2.58109125114704,-3.22662506173123,-0.0137702726898663,-0.0130450206055098,-0.0067811039780099,3.11
"America","Guyana","Guyana","GUY",2.95093571383835,-0.729,-1.96200899757613,-4.29311845514442,-0.227372213745395,-1.70581077103972,NA,-0.0123480409586688,-0.0184036612105406,12.5
"America","Haiti","Haiti","HTI",1.73678708401335,-0.0193,NA,-0.738995530528879,-6.13360272807809,-17.7676324996868,-0.0580653281010567,-0.0510022864784629,-0.0184441188074178,2.53
"America","Honduras","Honduras","HND",1.13430567550968,-0.406,-1.42562134184644,-2.95289351733418,-0.628267419512202,-1.18974212691487,-0.00303323706008759,NA,NA,4.06
"America","Jamaica","Jamaica","JAM",2.50540298634095,-0.105,-0.957411934984759,-1.60972537250131,-4.98963741728127,-10.3752566248756,-0.0321612090032722,-0.0642022569854006,-0.0611593935202217,2.5
"America","Martinique","Martinique","MTQ",2.72932957305309,-0.165,-2.64482923666614,-2.60039323668548,-1.9844810259786,-20.786487473495,NA,-0.0314915180545107,NA,1.79
"America","Mexico","Mexico","MEX",1.00064121488722,-0.34,-0.365853416313167,-2.04683285350919,-2.26712634713209,-5.05312779565734,NA,-0.00346534231108551,-0.00314148455384768,3.14
"America","Montserrat","Montserrat","MSR",1.22922828357783,NA,-1.02235556196327,-0.692991084112515,-2.69258431280974,-34.7172609913062,-0.0900727402558274,NA,NA,7.97
"America","Nicaragua","Nicaragua","NIC",0.00500055577930886,NA,-0.965317981270812,-2.90971108197978,-0.219175554422919,-1.44425500771126,NA,-0.00605833662599494,NA,3.17
"America","Panama","Panama","PAN",1.78480130376602,-0.397,-0.391321829306766,-1.53533855637179,-1.65027741256331,-3.4339819089286,NA,-0.0258844416241355,NA,2.6
"America","Paraguay","Paraguay","PRY",1.33632890320297,-0.0601,-1.6589344541104,-5.85719621358325,-2.88375772849797,-3.41006744396178,NA,-0.0155850327430903,NA,3.91
"America","Peru","Peru","PER",3.95585450487018,-0.661,-0.872125146055365,-3.68536900834309,-0.832433412469333,-1.64780991848902,-0.00865715596976853,-0.0132681683654554,-0.02732624812975,5.53
"America","Puerto Rico","Puerto Rico","PRI",1.37113110195776,NA,-1.06547514168971,-0.669088409433405,-2.15497117500786,-5.54088043763618,NA,NA,-0.0260913104695903,2.02
"America","Saint Kitts and N.","Saint Kitts and N.","KNA",1.39998242904699,-0.199,-4.7663725597811,-3.35138417014299,NA,-3.98933911161108,NA,NA,NA,1.34
"America","Saint Lucia","Saint Lucia","LCA",2.12585712625233,NA,-2.13052619562777,-1.23182833190798,-1.06083011009554,-9.06998824164267,NA,NA,-0.0616967613373591,3.09
"America","Saint Martin","Saint Martin","MAF",3.48399258882032,-0.696,NA,-1.479762085243,-3.55819481464917,-10.7798261772209,-0.408529577464893,NA,NA,8.24
"America","Saint Vincent","Saint Vincent","VCT",3.19315169476189,NA,-2.96358594724242,-2.31224518090309,-1.76755101236969,-5.22621976741792,NA,-0.0816040577175215,-0.0309166191167791,3.1
"America","Sint Maarten","Sint Maarten","SXM",3.16049672889704,NA,NA,-8.82762544217518,-4.8222789747582,-8.48301538123523,-0.0661275099853446,NA,-0.171574560085819,10
"America","Suriname","Suriname","SUR",1.7066293303422,NA,-4.591611538654,NA,-0.304155013074094,-0.798120450030872,NA,-0.0118667656708242,-0.0129970432299469,12.6
"America","Trinidad and Tobago","Trinidad and Tobago","TTO",2.06371053676052,-0.387,-0.89919050303685,-1.70069937147233,-2.62643721765013,-8.075774972626,NA,-0.0318877587163311,-0.0423716403991752,2.09
"America","Venezuela","Venezuela","VEN",3.06597915174235,-0.101,-0.778770807308491,-1.49402225090805,-0.708778740869669,-4.2048798269741,-0.0071236509136046,-0.00475237616356275,-0.0114613498647438,6.36
"America","Virgin Isl. UK","Virgin Isl. UK","VGB",3.24401310752127,NA,-2.51102457535407,NA,-6.37569135754757,-16.0804037788534,NA,NA,NA,6.43
"America","Virgin Isl. US","Virgin Isl. US","VIR",0.769618194974004,-0.562,NA,-1.95103527362759,-0.580206473973953,-4.30131827302039,NA,NA,NA,4.01
"Africa","Angola","Angola","AGO",2.33462618158442,NA,-0.321477135675119,-1.33577885825942,-0.881905582394339,-10.0968705158056,-0.0014921767080825,-0.0187886916984446,-0.00896350797779175,3.72
"Africa","Benin","Benin","BEN",4.39479434130657,-0.177,NA,-12.0380368701158,-1.11160422395746,-28.1718813454422,NA,NA,NA,8.3
"Africa","Burundi","Burundi","BDI",4.15014997114921,-1.31,-0.689245325660811,NA,-6.52729675887366,-14.7185175998123,-0.0221299713214441,NA,-0.00823060290054948,4.85
"Africa","Cameroon","Cameroon","CMR",3.73508382142185,-0.948,NA,-3.25877072434133,-0.519359771098636,-1.94937191083316,-0.00438579798334961,-0.0458316280121307,-0.041091275798716,5.42
"Africa","CAR","CAR","CAF",2.64623352374339,NA,NA,NA,-2.92246009393689,-3.17929576556888,-0.0114774008717526,-0.00444861484634868,-0.0123090077065445,3.62
"Africa","Comoros","Comoros","COM",2.83934150565857,NA,0.00313240617947151,-4.00364884966666,NA,-36.0377126679364,NA,NA,NA,8.13
"Africa","Congo","Congo","COG",2.46098374953334,-0.379,-0.360120715504771,NA,-0.181288083439984,-1.3179984919216,-0.0118469727799685,-0.0295934385094211,-0.017536074943269,9.79
"Africa","DRC","DRC","COD",2.2283147798684,-0.271,NA,0.109063278853409,-1.54612796154657,-2.40432640779853,NA,-0.0248550473304422,-0.0151055794264781,3.92
"Africa","Eq. Guinea","Eq. Guinea","GNQ",2.50654970008625,-0.15,-0.91238010929298,-5.40561750204064,-0.0575904498230914,-1.88103217225486,-0.02244162936004,-0.336821687175394,NA,11
"Africa","Ethiopia","Ethiopia","ETH",2.72394569635665,-0.301,-0.254870749437903,-3.03478915363515,-2.19714660368472,-5.95715670215844,NA,-0.0134033658744179,-0.0115148465375711,3.33
"Africa","Gabon","Gabon","GAB",2.84567826811295,-0.13,-2.44395539808678,-5.62765531181499,-0.14667361819595,-2.01444961205739,NA,-0.0249103416117065,-0.0241015889422968,13.3
"Africa","Gambia","Gambia","GMB",2.51646857137536,-0.249,NA,-9.18579213143193,-5.46652747465824,-13.6430003907271,NA,-0.110483786843097,-0.0295618020514733,4.23
"Africa","Ghana","Ghana","GHA",2.13353641929281,-0.377,-1.48298835434652,-3.8321577926121,-0.976156974121117,-3.50123281124523,NA,-0.0105147098791066,-0.0100185329755591,1.98
"Africa","Guinea","Guinea","GIN",1.79192856427054,-0.034,-0.139451899097051,NA,-6.30235367208448,-6.9199442462552,NA,-0.0168082045549426,NA,2.04
"Africa","Guinea Bissau","Guinea Bissau","GNB",2.8872039404467,-0.602,NA,NA,-6.47147501128257,-11.399380804146,NA,-0.0165502061573026,NA,4.53
"Africa","Ivory Coast","Ivory Coast","CIV",1.18944494056548,NA,NA,-2.82007669775827,-1.37547712911641,-0.413270173807279,NA,-0.00864275513235205,-0.0230147347970633,2.61
"Africa","Kenya","Kenya","KEN",2.74069340092444,-0.276,-0.900496872357189,0.00470651241180792,-0.92104177792941,-7.58909225594877,-0.0155804895183886,-0.022876212558626,-0.00918150870615259,6.01
"Africa","Liberia","Liberia","LBR",1.58673071250846,-0.433,NA,-5.32519432042318,-1.0953247959587,-2.78238587589908,NA,-0.0352656398267972,-0.0209858530304918,1.66
"Africa","Madagascar","Madagascar","MDG",1.53090225515494,-0.37,-1.03337794141907,-1.73628711251331,-4.2165875659301,-1.96962336713861,NA,-0.000708487600835988,-0.0135306544952068,3.25
"Africa","Malawi","Malawi","MWI",2.81781899106146,-0.582,-0.387676419025431,-1.38659018102865,-4.12801794214076,-3.80781244946947,-0.0470351936927492,-0.100002642646635,-0.0224447655939482,14.1
"Africa","Mauritius","Mauritius","MUS",2.57070448660975,-0.542,-0.0493999596140016,-2.06543429355957,-2.10006941597811,-19.2195124621572,-0.0213546653920782,-0.0961953337334515,NA,0.739
"Africa","Mayotte","Mayotte","MYT",2.41114673929298,-1.56,NA,NA,-3.2970586470372,-19.3860451582099,-0.0339013015236942,NA,-0.0880180741371656,3.49
"Africa","Nigeria","Nigeria","NGA",2.36230273323738,NA,NA,-0.753547168449058,-1.63668685363111,-2.38305792702563,NA,-0.018285126113768,NA,4.82
"Africa","Reunion","Reunion","REU",2.07629507654912,-0.402,NA,-2.49666519462313,-0.0249383525762793,-16.2487241893479,NA,-0.0468044507325232,NA,2.28
"Africa","Rwanda","Rwanda","RWA",3.80516755841576,-1.72,-0.448680482312523,-2.89521549316286,-3.94251501237657,-14.7190496901033,NA,-0.0330269833968048,NA,2.8
"Africa","Senegal","Senegal","SEN",3.88136338995018,-0.232,NA,-5.81147275985983,-2.05087604607059,-8.69736395288481,NA,NA,-0.0171043348879317,9.14
"Africa","Sierra Leone","Sierra Leone","SLE",0.973598885010909,-0.29,NA,NA,-5.17310337143287,-4.4545571097806,NA,-0.0141518900797781,NA,1.16
"Africa","South Sudan","South Sudan","SSD",2.40434061766772,-0.226,-1.20296686945681,-1.89166559943852,-1.77019616537434,-6.3261812006739,NA,NA,-0.00631886183657578,3.66
"Africa","Tanzania","Tanzania","TZA",3.06387368186437,-0.489,-0.580668040106377,-0.379255221069399,-1.53698752280422,-14.4561141370321,-0.0062834205645143,-0.0234123414527881,NA,5.76
"Africa","Togo","Togo","TGO",3.50416920741575,-0.507,-0.950372260885898,-1.64096484141852,-5.33200845864234,-16.3647675232834,NA,-0.0520273474876972,NA,3.72
"Africa","Uganda","Uganda","UGA",1.78550561374516,-1.14,NA,NA,-3.21093503959376,-4.24101210741796,-0.00198855372275998,-0.0186047277771871,-0.00577379116131183,4.65
"Africa","Zambia","Zambia","ZMB",0.625078819393489,-0.174,NA,-2.36323823040775,-1.5954515968695,-13.7185061494122,NA,NA,NA,9.09
"Asia","Australia","Australia – Queensland","QLD",1.07816672141669,-0.366,NA,-0.514118020856307,-1.67943186139263,-5.29790222954939,NA,NA,NA,5.47
"Asia","Bangladesh","Bangladesh","BGD",1.46844659101813,-0.226,-0.926347482755181,-2.34694812043307,-2.09368034953863,-9.93350243279474,-0.021297843609036,NA,NA,4.31
"Asia","Bhutan","Bhutan","BTN",1.8913377055574,NA,NA,-0.172871876499468,-4.9191908362241,-16.6186440332247,-0.0248186605206438,-0.00156389678666449,-0.00421175221250336,1.04
"Asia","Brunei","Brunei","BRN",2.7127429024717,-0.879,-5.91302153709508,-5.70790294763825,-1.79068241061223,NA,NA,-0.0322921648413549,-0.0550552442354107,12.1
"Asia","Cambodia","Cambodia","KHM",3.20502634601595,-1.61,-4.34354751625459,-2.05480199994716,-1.61500350830945,-0.753240737892434,NA,-0.0338766266797783,-0.00899467442296802,9.11
"Asia","Fiji","Fiji","FJI",2.37680054870998,-0.459,-1.2805245047502,-3.00455429421382,NA,-5.32766217776664,-0.00615859485277722,-0.0234957492927051,-0.0304100778660719,5.74
"Asia","India","India – Andaman and N.","AN",2.46576952262538,NA,-7.63858695340399,-4.2356196824709,-0.284377715419234,-6.39619572055168,NA,-0.0383019570006519,NA,6.9
"Asia","India","India – North-East","NE",2.10200369539004,-0.429,-0.293127759456051,-1.98529619046611,-4.76642375812583,-9.48352042963774,NA,-0.0124488847454632,-0.00975339225368847,1.68
"Asia","India","India – West. Ghats","WG",2.51741524246751,-0.333,-1.00664333803646,NA,-5.06033198034151,-15.6467414157246,NA,-0.0599061027095253,-0.0166816897128368,2.31
"Asia","Indonesia","Indonesia","IDN",1.47545363306272,-0.764,-0.678441210649437,-6.76596861384981,-0.769747617657046,-1.75948122866673,4.95607001283223e-05,-0.0185441609646401,-0.0144404114123648,7.38
"Asia","Laos","Laos","LAO",2.80979353641819,-0.489,-1.04226787017264,-3.35343017346653,-4.55280158707948,-5.14001771034227,NA,-0.0190653099847181,-0.0314868534907411,2.35
"Asia","Malaysia","Malaysia","MYS",1.8203126312396,-2.07,-1.36637034236245,-6.29442865482,-0.775650132368142,-2.80951258351672,NA,-0.0222601557935035,NA,6.69
"Asia","Myanmar","Myanmar","MMR",2.30302007325118,-0.221,-0.62382410956611,-1.74637282099308,-4.38070273136775,-6.32279070028213,-0.013347286621728,-0.0127562482006965,-0.00416790365141735,2.61
"Asia","New Caledonia","New Caledonia","NCL",3.45983012946572,NA,-1.50300134716783,-0.772517809652932,-0.80128365752936,-24.6142496751598,NA,-0.00908933851911217,-0.00613559492395731,4.3
"Asia","Papua New Guinea","Papua New Guinea","PNG",1.86765785841191,-0.188,-0.809825508187157,-3.95734683432303,-0.0130424138016965,-2.842702299297,-0.00932585117503534,-0.00943615944448525,-0.01129416968321,6.24
"Asia","Philippines","Philippines","PHL",1.64458094485336,-0.177,-0.532288478948147,-4.36866219240002,-2.98441326096663,-6.31665510625877,NA,-0.0173147054860968,-0.0287401648238985,2.49
"Asia","Singapore","Singapore","SGP",2.95788731029508,-1.16,-4.3363992028726,-4.51502593070286,-5.56308471998016,-18.014128208814,NA,-0.725879397068125,NA,7.06
"Asia","Solomon Isl.","Solomon Isl.","SLB",1.35314232285446,-0.368,-2.37884763159156,-6.81483702454756,-0.0592193508911155,-0.96084476861607,-0.00914034024073157,-0.00262458649535401,NA,5.4
"Asia","Sri Lanka","Sri Lanka","LKA",2.02663948235177,-0.342,-0.306061634099597,-3.81603646133548,-4.61728187766692,-9.77252600036332,-0.00922238690467152,-0.0619172915786177,-0.0202450853361102,1.54
"Asia","Thailand","Thailand","THA",2.4525208702406,-0.27,-2.07417633513813,-0.959036092666301,-4.38818397704215,-13.654643009211,NA,NA,NA,2
"Asia","Timor-Leste","Timor-Leste","TLS",2.00720700835367,-0.193,-0.480226579131581,-0.28068272250567,-5.60177562063399,-17.1124602256132,-0.0144748376830529,-0.0340865621866903,-0.0265517944178173,1.77
"Asia","Vanuatu","Vanuatu","VUT",0.294597870728118,-0.33,-1.73254635206798,-4.57458966265592,-0.0366942227501334,-2.31513310075746,NA,NA,NA,16
"Asia","Vietnam","Vietnam","VNM",2.2207549497767,-0.648,-0.602904190434703,-3.30461741802667,-4.84537202085611,-7.41723469934562,NA,-0.0434070697037172,-0.00478328316330883,2.96
