"area_cont","area_ctry","area_name","area_code","C2020","C2030","C2035","C2040","C2050","C2055","C2060","C2070","C2080","C2085","C2090","C2100"
"America","Guadeloupe","Guadeloupe","GLP",79712,112276,174031,227894,323761,372451,423224,530313,649178,715709,788039,955083
"America","Guatemala","Guatemala","GTM",17002384,23309744,36937239,51511097,83713086,101743987,117903897,117903897,117903897,117903897,117903897,117903897
"America","Guyana","Guyana","GUY",14196067,31683648,42765183,53992187,77285376,89173927,101270146,126057906,151195325,163860478,176584984,202054534
"America","Haiti","Haiti","HTI",934896,1315146,1992731,2678483,2725654,2725654,2725654,2725654,2725654,2725654,2725654,2725654
"America","Honduras","Honduras","HND",18690070,26368291,39890069,52935785,78245554,91906536,108369330,128616359,128616359,128616359,128616359,128616359
"America","Jamaica","Jamaica","JAM",987086,1442752,2246857,3087431,4836079,5741138,6680358,8698454,10977393,12245137,13603215,15875405
"America","Martinique","Martinique","MTQ",88931,110372,172331,238082,372826,443575,515155,663323,821930,906599,995773,1192423
"America","Mexico","Mexico","MEX",44771060,66554739,101512293,137759655,213041515,254550606,265565988,265565988,265565988,265565988,265565988,265565988
"America","Montserrat","Montserrat","MSR",1702,3120,4576,6200,9308,10924,12450,15578,18700,20143,21868,25587
"America","Nicaragua","Nicaragua","NIC",36257345,60047187,90421739,120969539,171930294,171930294,171930294,171930294,171930294,171930294,171930294,171930294
"America","Panama","Panama","PAN",7495843,9962941,15151122,20562421,32502203,39024111,45759314,59804062,74849169,82855326,91213119,108993971
"America","Paraguay","Paraguay","PRY",20020708,28675040,41727612,50813072,50813072,50813072,50813072,50813072,50813072,50813072,50813072,50813072
"America","Peru","Peru","PER",139938507,159159929,244174828,330103565,503319256,589898231,676192754,847506292,1018051519,1103348752,1188653930,1359673229
"America","Puerto Rico","Puerto Rico","PRI",1398001,1973189,3246431,4665704,7944541,9818283,11882449,13358104,13358104,13358104,13358104,13358104
"America","Saint Kitts and N.","Saint Kitts and N.","KNA",7395,8886,15508,22367,36749,44132,51782,68023,85252,94439,103791,122910
"America","Saint Lucia","Saint Lucia","LCA",56700,87496,132510,178648,273300,323562,376059,488151,611734,677839,747112,895401
"America","Saint Martin","Saint Martin","MAF",3965,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105
"America","Saint Vincent","Saint Vincent","VCT",12610,17651,29177,40694,65350,78737,93298,124345,159467,178893,198683,241857
"America","Sint Maarten","Sint Maarten","SXM",787,746,746,746,746,746,746,746,746,746,746,746
"America","Suriname","Suriname","SUR",13561084,21102456,31125939,40449562,58938163,68281062,77486467,95605015,113687668,122774498,131947067,150446653
"America","Trinidad and Tobago","Trinidad and Tobago","TTO",667095,1189029,1872248,2601538,4181701,5035147,5943514,7968406,9347154,11539002,11539002,11539002
"America","Venezuela","Venezuela","VEN",97556097,127482923,202771757,282679162,456354137,548958967,644837636,846163002,1057729816,1165962428,1275595007,1498053426
"America","Virgin Isl. UK","Virgin Isl. UK","VGB",18011,47567,52198,52198,52198,52198,52198,52198,52198,52198,52198,52198
"America","Virgin Isl. US","Virgin Isl. US","VIR",45953,99101,138489,179941,196963,196963,196963,196963,196963,196963,196963,196963
"Africa","Angola","Angola","AGO",42338688,63403217,93891642,125259260,190786354,223686525,260400921,361819809,361819809,361819809,361819809,361819809
"Africa","Benin","Benin","BEN",64974,100902,164554,169809,169809,169809,169809,169809,169809,169809,169809,169809
"Africa","Burundi","Burundi","BDI",242455,890052,1701135,2748492,4759087,4759087,4759087,4759087,4759087,4759087,4759087,4759087
"Africa","Cameroon","Cameroon","CMR",56009425,60944377,98186428,139581309,230150406,278109346,327544160,430681140,541020970,599237590,659478022,784815242
"Africa","CAR","CAR","CAF",24479246,39937292,56969263,74676846,111621232,130962858,151306285,195992055,248045152,277002193,307893681,376068864
"Africa","Comoros","Comoros","COM",132133,792727,1352782,2003979,3610050,3992292,5464994,5464994,5464994,5464994,5464994,5464994
"Africa","Congo","Congo","COG",27893094,52318506,76566657,103770207,171194337,207130168,244081163,321325444,406699350,453096889,501729887,604450638
"Africa","DRC","DRC","COD",589845874,785872535,1252059954,1755047339,2849829148,3435314306,4051413346,5395130130,6891194819,7668469494,8455953094,10043394279
"Africa","Eq. Guinea","Eq. Guinea","GNQ",3425015,4888710,7389015,9888941,15046779,17693841,20378360,25873451,31442846,34258218,37108207,42854612
"Africa","Ethiopia","Ethiopia","ETH",37808083,73841700,119596453,176077822,196490298,196490298,196490298,196490298,196490298,196490298,196490298,196490298
"Africa","Gabon","Gabon","GAB",12363612,18713776,25975205,33399148,49485823,58264718,67450728,86172022,105428877,115245977,125188306,145407884
"Africa","Gambia","Gambia","GMB",13673,16877,25199,34329,54313,64545,75166,97652,122520,136780,149433,149433
"Africa","Ghana","Ghana","GHA",28878332,50370790,82843867,172308496,185093161,185093161,185093161,185093161,185093161,185093161,185093161,185093161
"Africa","Guinea","Guinea","GIN",14144336,24591733,42578781,53057441,53057441,53057441,53057441,53057441,53057441,53057441,53057441,53057441
"Africa","Guinea Bissau","Guinea Bissau","GNB",734260,886671,1213951,1513081,2096813,2392439,2691543,3324173,3598783,3598783,3598783,3598783
"Africa","Ivory Coast","Ivory Coast","CIV",98702503,132456862,230698107,230698107,230698107,230698107,230698107,230698107,230698107,230698107,230698107,230698107
"Africa","Kenya","Kenya","KEN",6962682,17892976,28094631,38400296,56052740,56052740,56052740,56052740,56052740,56052740,56052740,56052740
"Africa","Liberia","Liberia","LBR",59881709,69909089,115728729,172053065,312819975,396337081,486714217,681576420,891694456,1006207633,1006207633,1006207633
"Africa","Madagascar","Madagascar","MDG",91720980,136199527,217109301,300760620,495033876,495033876,495033876,495033876,495033876,495033876,495033876,495033876
"Africa","Malawi","Malawi","MWI",2015108,2397288,2397288,2397288,2397288,2397288,2397288,2397288,2397288,2397288,2397288,2397288
"Africa","Mauritius","Mauritius","MUS",0,0,0,0,0,0,0,0,0,0,0,0
"Africa","Mayotte","Mayotte","MYT",233790,458819,671786,671786,671786,671786,671786,671786,671786,671786,671786,671786
"Africa","Nigeria","Nigeria","NGA",25567796,38376596,62045699,86742806,149284478,188147665,228204679,313164392,313164392,313164392,313164392,313164392
"Africa","Reunion","Reunion","REU",0,0,0,0,0,0,0,0,0,0,0,0
"Africa","Rwanda","Rwanda","RWA",627530,3968222,8094837,13964111,13964111,13964111,13964111,13964111,13964111,13964111,13964111,13964111
"Africa","Senegal","Senegal","SEN",48844,69864,100749,130490,194929,226620,257850,323468,390679,425658,461536,535696
"Africa","Sierra Leone","Sierra Leone","SLE",36637583,82270600,82270600,82270600,82270600,82270600,82270600,82270600,82270600,82270600,82270600,82270600
"Africa","South Sudan","South Sudan","SSD",1120614,999336,1954965,2376530,2376530,2376530,2376530,2376530,2376530,2376530,2376530,2376530
"Africa","Tanzania","Tanzania","TZA",4444929,7828629,12356073,17318139,28489043,34705015,41383755,56493441,71794823,78233453,78233453,78233453
"Africa","Togo","Togo","TGO",554809,993061,1303084,1303084,1303084,1303084,1303084,1303084,1303084,1303084,1303084,1303084
"Africa","Uganda","Uganda","UGA",11108576,41515203,65025626,65025626,65025626,65025626,65025626,65025626,65025626,65025626,65025626,65025626
"Africa","Zambia","Zambia","ZMB",1826780,2726111,3839049,3942406,3942406,3942406,3942406,3942406,3942406,3942406,3942406,3942406
"Asia","Australia","Australia – Queensland","QLD",15784833,29410707,43150974,56762685,83915270,97761581,112241340,143210052,177524241,196003007,215131564,254925787
"Asia","Bangladesh","Bangladesh","BGD",2287539,3950211,5402590,6829496,9809103,11455966,13175412,16712671,20327369,22166766,24041763,27852217
"Asia","Bhutan","Bhutan","BTN",11699780,16264860,24803458,33542689,51138822,59940173,68775978,86629148,104626628,113677227,122836591,141267217
"Asia","Brunei","Brunei","BRN",587784,686350,1135708,1613497,2587282,3063524,3537547,4507772,5524599,6047849,6588865,7711958
"Asia","Cambodia","Cambodia","KHM",103029619,139692221,223748734,307565558,307565558,307565558,307565558,307565558,307565558,307565558,307565558,307565558
"Asia","Fiji","Fiji","FJI",0,0,0,0,0,0,0,0,0,0,0,0
"Asia","India","India – Andaman and N.","AN",1133094,1614604,2693314,3764206,5805163,6840442,7913762,10117664,12354821,13485835,14635563,17003032
"Asia","India","India – North-East","NE",52510231,83836128,130710874,179847478,283826859,338475156,394978404,513652990,634002359,683486157,683486157,683486157
"Asia","India","India – West. Ghats","WG",23665200,34574814,60274716,88618098,152371589,158881010,158881010,158881010,158881010,158881010,158881010,158881010
"Asia","Indonesia","Indonesia","IDN",914811061,1101455527,1786104435,2582986020,4451321090,5495244832,6594923545,8906249834,11295378694,12515707292,13764576387,15686231739
"Asia","Laos","Laos","LAO",146775918,174807059,270923299,370468496,582635671,697390836,822849879,929158123,929158123,929158123,929158123,929158123
"Asia","Malaysia","Malaysia","MYS",237534594,278452396,459406308,666982014,1139503817,1397010278,1666346993,2225019305,2782833182,2955147328,2955147328,2955147328
"Asia","Myanmar","Myanmar","MMR",207346487,271050182,428696095,592883792,940157490,1124615376,1317582660,1734269650,1813034250,1813034250,1813034250,1813034250
"Asia","New Caledonia","New Caledonia","NCL",0,0,0,0,0,0,0,0,0,0,0,0
"Asia","Papua New Guinea","Papua New Guinea","PNG",63247157,96267845,140669016,184465859,274208280,321025984,368975885,467884251,569932273,622005118,674808004,782178339
"Asia","Philippines","Philippines","PHL",71380665,100305550,157505237,215359131,333536301,395046914,459461249,600946036,765466521,857735227,956330937,1132494496
"Asia","Singapore","Singapore","SGP",22030,29238,53147,81933,154907,196541,239691,337696,422538,422538,422538,422538
"Asia","Solomon Isl.","Solomon Isl.","SLB",0,0,0,0,0,0,0,0,0,0,0,0
"Asia","Sri Lanka","Sri Lanka","LKA",7205508,9768588,16167867,23305566,39243821,47789664,56688746,76342182,90092602,90092602,90092602,90092602
"Asia","Thailand","Thailand","THA",45143721,59915350,94269663,130467631,207087845,247288854,288629224,374708892,466810505,517642689,600948800,600948800
"Asia","Timor-Leste","Timor-Leste","TLS",952947,2050384,3116779,4199282,5077205,5077205,5077205,5077205,5077205,5077205,5077205,5077205
"Asia","Vanuatu","Vanuatu","VUT",0,0,0,0,0,0,0,0,0,0,0,0
"Asia","Vietnam","Vietnam","VNM",86024266,111280882,173097495,238010186,377915851,454414781,537972648,668066863,668066863,668066863,668066863,668066863
