"area_cont","area_ctry","area_name","area_code","C2020","C2030","C2035","C2040","C2050","C2055","C2060","C2070","C2080","C2085","C2090","C2100"
"America","Mexico","Mexico","MEX",44771060,36350615,54512355,73231117,111936129,131885677,152044754,193196392,236101789,261203337,265565988,265565988
"America","Montserrat","Montserrat","MSR",1702,631,999,1316,2033,2426,2769,3466,4091,4387,4768,5499
"America","Nicaragua","Nicaragua","NIC",36257345,26249847,39557631,52758381,79884959,92958583,105685246,137262846,171930294,171930294,171930294,171930294
"America","Panama","Panama","PAN",7495843,6536956,9909896,13336597,20444640,24211089,28149894,36596492,45474694,50042725,54686542,64279220
"America","Paraguay","Paraguay","PRY",20020708,12465797,18195567,23546668,34092070,39326344,44480894,50813072,50813072,50813072,50813072,50813072
"America","Peru","Peru","PER",139938507,133408289,204501652,276685095,422552688,495900782,569056066,714757716,859371246,931455975,1003509412,1147649766
"America","Puerto Rico","Puerto Rico","PRI",1398001,454931,739802,1050228,1716477,2069023,2437435,3208272,4034085,4463883,4906702,5831058
"America","Saint Kitts and N.","Saint Kitts and N.","KNA",7395,1344,2864,4745,8729,10783,13001,17391,21865,24114,26430,31218
"America","Saint Lucia","Saint Lucia","LCA",56700,23025,35747,48074,71218,83281,95358,119820,144641,157329,169730,194782
"America","Saint Martin","Saint Martin","MAF",3965,662,1375,2041,3442,4049,4105,4105,4105,4105,4105,4105
"America","Saint Vincent","Saint Vincent","VCT",12610,2492,4686,7208,13210,16412,19370,25709,31903,34982,38164,44461
"America","Sint Maarten","Sint Maarten","SXM",787,287,416,508,659,746,746,746,746,746,746,746
"America","Suriname","Suriname","SUR",13561084,14204706,21345036,28233666,40862395,47018941,53279319,65906288,78328084,84449386,90533895,102756918
"America","Trinidad and Tobago","Trinidad and Tobago","TTO",667095,226657,364670,500443,772244,916144,1061131,1353833,1662904,1820120,1979225,2306324
"America","Venezuela","Venezuela","VEN",97556097,61992865,95458739,131600849,209349399,250043283,292081470,379830519,471931529,519436489,567788761,667053741
"America","Virgin Isl. UK","Virgin Isl. UK","VGB",18011,6758,11069,15880,27171,33571,40613,52198,52198,52198,52198,52198
"America","Virgin Isl. US","Virgin Isl. US","VIR",45953,24294,37365,49880,71602,79982,87208,103080,119260,127453,136146,153558
"Africa","Angola","Angola","AGO",42338688,38483268,56348609,74395407,110679120,129430245,148678074,187475191,226296157,246736710,273120530,361819809
"Africa","Benin","Benin","BEN",64974,42766,68163,88905,143190,169809,169809,169809,169809,169809,169809,169809
"Africa","Burundi","Burundi","BDI",242455,96521,178520,315413,647665,827900,1025077,1463452,1966413,2245866,2545903,3194335
"Africa","Cameroon","Cameroon","CMR",56009425,34315953,54345953,75791062,123421393,149187302,175874993,231651663,289741700,319568338,349967046,412230506
"Africa","CAR","CAR","CAF",24479246,25905482,36202518,46123921,66582718,77186666,87986484,109999901,132898261,144853499,157206836,183353584
"Africa","Comoros","Comoros","COM",132133,31683,52823,73918,118442,145041,171511,220879,269343,294985,321696,384484
"Africa","Congo","Congo","COG",27893094,36499746,47768092,60806631,91332317,108167997,126973823,168614275,211254144,233128917,255153895,300627604
"Africa","DRC","DRC","COD",589845874,553766985,879257746,1224104992,1971767829,2370849048,2784065570,3651189082,4587858816,5087249147,5611076079,6714746625
"Africa","Eq. Guinea","Eq. Guinea","GNQ",3425015,3048437,4424603,5923679,8939725,10458490,12005913,15140545,18333456,19963683,21604490,24914211
"Africa","Ethiopia","Ethiopia","ETH",37808083,37460842,58744165,81835522,134136600,165418507,196490298,196490298,196490298,196490298,196490298,196490298
"Africa","Gabon","Gabon","GAB",12363612,11205906,15026892,18643287,25871326,29497905,33244741,41050855,49240837,53527997,57950246,67085354
"Africa","Gambia","Gambia","GMB",13673,4316,6403,8647,12805,14797,17009,21122,25431,27579,29849,34674
"Africa","Ghana","Ghana","GHA",28878332,20917872,31472870,41771051,64940069,79414210,100940376,185093161,185093161,185093161,185093161,185093161
"Africa","Guinea","Guinea","GIN",14144336,16239364,26611806,38956467,53057441,53057441,53057441,53057441,53057441,53057441,53057441,53057441
"Africa","Guinea Bissau","Guinea Bissau","GNB",734260,736071,1014467,1271127,1743632,1975359,2207057,2682516,3181751,3441798,3598783,3598783
"Africa","Ivory Coast","Ivory Coast","CIV",98702503,73718740,112954517,230698107,230698107,230698107,230698107,230698107,230698107,230698107,230698107,230698107
"Africa","Kenya","Kenya","KEN",6962682,6059550,9305329,12634259,19798687,23500695,27228564,34708431,42570358,46808612,51637775,56052740
"Africa","Liberia","Liberia","LBR",59881709,36771119,55859211,77276275,130027109,161005559,194175582,270001328,356819409,403570229,452405105,554701957
"Africa","Madagascar","Madagascar","MDG",91720980,87702665,137028755,190939970,302628940,362960725,427710733,495033876,495033876,495033876,495033876,495033876
"Africa","Malawi","Malawi","MWI",2015108,1603356,2330515,2397288,2397288,2397288,2397288,2397288,2397288,2397288,2397288,2397288
"Africa","Mauritius","Mauritius","MUS",0,0,0,0,0,0,0,0,0,0,0,0
"Africa","Mayotte","Mayotte","MYT",233790,57283,86301,124235,196436,231670,268874,339131,418148,456152,490934,559068
"Africa","Nigeria","Nigeria","NGA",25567796,18572532,28735187,39866643,64458972,76983366,90270867,120426963,156824850,176988626,197279101,239754699
"Africa","Reunion","Reunion","REU",0,0,0,0,0,0,0,0,0,0,0,0
"Africa","Rwanda","Rwanda","RWA",627530,400869,722861,1507810,3815223,5144044,6531200,8094837,13964111,13964111,13964111,13964111
"Africa","Senegal","Senegal","SEN",48844,19470,27349,34847,49641,57537,64833,79643,93659,100711,107622,121280
"Africa","Sierra Leone","Sierra Leone","SLE",36637583,38465472,66971490,82270600,82270600,82270600,82270600,82270600,82270600,82270600,82270600,82270600
"Africa","South Sudan","South Sudan","SSD",1120614,468942,848740,1414113,2376530,2376530,2376530,2376530,2376530,2376530,2376530,2376530
"Africa","Tanzania","Tanzania","TZA",4444929,3820327,6126248,8558549,13523021,16208072,18991853,24971809,31444354,34859803,38412710,46006260
"Africa","Togo","Togo","TGO",554809,364812,551508,752403,1303084,1303084,1303084,1303084,1303084,1303084,1303084,1303084
"Africa","Uganda","Uganda","UGA",11108576,16082136,30511140,48349549,65025626,65025626,65025626,65025626,65025626,65025626,65025626,65025626
"Africa","Zambia","Zambia","ZMB",1826780,1306017,1984921,2673245,3776616,3942406,3942406,3942406,3942406,3942406,3942406,3942406
"Asia","Australia","Australia – Queensland","QLD",15784833,12144251,17952879,23707570,34893059,40356918,45800266,56653170,67430752,72837991,78275829,89239097
"Asia","Bangladesh","Bangladesh","BGD",2287539,2370657,3317063,4132470,5664076,6426871,7176234,8742139,10408602,11283885,12192555,14029416
"Asia","Bhutan","Bhutan","BTN",11699780,10107697,15302610,20616718,31568138,37031151,42571522,53661131,64740242,70288749,75882820,87143698
"Asia","Brunei","Brunei","BRN",587784,358805,614302,881426,1450933,1749977,2051193,2642281,3223002,3512199,3804255,4399173
"Asia","Cambodia","Cambodia","KHM",103029619,72712548,111546136,153944754,247569168,298339781,307565558,307565558,307565558,307565558,307565558,307565558
"Asia","Fiji","Fiji","FJI",0,0,0,0,0,0,0,0,0,0,0,0
"Asia","India","India – Andaman and N.","AN",1133094,255692,399308,545286,888524,1077302,1276872,1699706,2145091,2374561,2598798,3046068
"Asia","India","India – North-East","NE",52510231,43674690,67557329,92334790,144191365,171095167,198627823,255263235,314030084,344240361,374964354,438206234
"Asia","India","India – West. Ghats","WG",23665200,14533172,24973718,36974551,64478797,79324174,94560519,126811388,158881010,158881010,158881010,158881010
"Asia","Indonesia","Indonesia","IDN",914811061,648282538,1017630098,1421732797,2359066041,2888106512,3452474790,4675332290,5998995174,6691702695,7399641572,8849107674
"Asia","Laos","Laos","LAO",146775918,124872424,193516999,264063524,410864014,487686266,567108580,736589610,929158123,929158123,929158123,929158123
"Asia","Malaysia","Malaysia","MYS",237534594,178805331,288922035,411559105,694472348,851230201,1015714605,1364029009,1734910890,1925835262,2119164703,2505255126
"Asia","Myanmar","Myanmar","MMR",207346487,172385942,272597372,377502359,596244616,709789415,826119328,1068406617,1325524510,1460738304,1600936999,1813034250
"Asia","New Caledonia","New Caledonia","NCL",0,0,0,0,0,0,0,0,0,0,0,0
"Asia","Papua New Guinea","Papua New Guinea","PNG",63247157,45760588,64419755,83585863,122053189,140983474,159738110,197528778,235761379,255178586,274860560,315025120
"Asia","Philippines","Philippines","PHL",71380665,31895186,51025207,71099252,112559885,133642731,154873413,197501919,240526081,262194254,283989084,327984957
"Asia","Singapore","Singapore","SGP",22030,8390,15679,24153,44289,55617,67872,95372,127393,144621,162446,199426
"Asia","Solomon Isl.","Solomon Isl.","SLB",0,0,0,0,0,0,0,0,0,0,0,0
"Asia","Sri Lanka","Sri Lanka","LKA",7205508,4170569,6638032,9352340,15456980,18775390,22262595,29650060,37485947,41533433,45657562,54151117
"Asia","Thailand","Thailand","THA",45143721,28593969,44782618,61626137,96997716,115441511,134265728,173043301,213197638,233758587,254623932,297236333
"Asia","Timor-Leste","Timor-Leste","TLS",952947,498319,743600,992609,1508960,1774555,2044160,2574262,3107298,3374012,3645076,4186846
"Asia","Vanuatu","Vanuatu","VUT",0,0,0,0,0,0,0,0,0,0,0,0
"Asia","Vietnam","Vietnam","VNM",86024266,73414817,112813940,154246400,241399622,287141363,334472115,434869461,546963817,608755750,668066863,668066863
